Ia,Ib,Ic,Va,Vb,Vc,F,A,B,C,G,L,Rf
0.447243370965463,0.22821385149704,-0.675457222462464,0.30017394265179,0.607558403883619,-0.907732346535682,0,1,0,0,1,1,0.01
0.264128788365212,0.417346423820011,-0.681475212185172,0.0151377234509198,0.793326136099501,-0.808463859550519,0,1,0,0,1,1,0.01
0.0551594696949578,0.56562621473143,-0.620785684426349,-0.271380205723175,0.901437608085187,-0.630057402362241,0,1,0,0,1,1,0.01
-0.159209222822075,0.658538569867518,-0.499329347045436,-0.531333529163584,0.921310094412431,-0.389976565248996,0,1,0,0,1,1,0.01
-0.357993398057034,0.686988580708896,-0.32899518265187,-0.739276240489719,0.850998321243803,-0.111722080754048,0,1,0,0,1,1,0.01
-0.521734681329389,0.648191361897142,-0.126456680567773,-0.874853441672145,0.69738490270072,0.177468538971258,0,1,0,0,1,1,0.01
-0.634404936370467,0.545944656232863,0.0884602801375802,-0.924793887214553,0.475506593257205,0.449287293957202,0,1,0,0,1,1,0.01
-0.684975214718109,0.390257083841718,0.294718130876365,-0.884209065181678,0.207082384670131,0.677126680511538,0,1,0,0,1,1,0.01
-0.668495346055052,0.196368428989155,0.472126917065878,-0.757071699720332,-0.0816124909707335,0.838684190691086,0,1,0,0,1,1,0.01
-0.586578495006463,-0.0167421358195319,0.603320630825981,-0.555826880733807,-0.362318567043094,0.918145447776897,0,1,0,0,1,1,0.01
-0.447243253809928,-0.22821386362219,0.675457117432113,-0.300173853953696,-0.60755837733552,0.907732231289265,0,1,0,0,1,1,0.01
-0.264128726801952,-0.41734642829854,0.6814751551005,-0.0151377190883982,-0.793326140647508,0.808463859736027,0,1,0,0,1,1,0.01
-0.0551594397703863,-0.565626216651963,0.620785656422369,0.271380201244302,-0.901437613865263,0.63005741262107,0,1,0,0,1,1,0.01
0.159209237483836,-0.658538569863883,0.49932933238008,0.531333536707308,-0.921310092730366,0.389976556023181,0,1,0,0,1,1,0.01
0.357993405222643,-0.686988579443065,0.328995174220465,0.739276243553928,-0.850998320587835,0.111722077033999,0,1,0,0,1,1,0.01
0.521734684088025,-0.648191360229974,0.126456676141997,0.874853440834373,-0.69738490357582,-0.177468537258405,0,1,0,0,1,1,0.01
0.63440493685032,-0.545944654356498,-0.0884602824937714,0.924793887870983,-0.475506593231404,-0.449287294639494,0,1,0,0,1,1,0.01
