Ia,Ib,Ic,Va,Vb,Vc,F,A,B,C,G,L,Rf
-0.680583080901774,0.257977624195681,0.422605456706039,-0.804078017040823,0.00618694668458849,0.797891070356176,0,1,0,0,1,0.1,0.01
-0.61790144802539,0.0485302578117536,0.569371190213595,-0.623474761432051,-0.279924865832468,0.903399627264541,0,1,0,0,1,0.1,0.01
-0.494735373763218,-0.165667545457496,0.660402919220684,-0.381841596157702,-0.538635619527717,0.920477215685458,0,1,0,0,1,0.1,0.01
-0.323141180172726,-0.363648634266717,0.686789814439419,-0.102831084253327,-0.744620975783034,0.847452060036321,0,1,0,0,1,0.1,0.01
-0.119915689925724,-0.526033250378705,0.64594894030441,0.186245249936353,-0.877717641965057,0.691472392028661,0,1,0,0,1,0.1,0.01
0.0950479756844493,-0.636926061033613,0.541878085349149,0.457090591553151,-0.924897185351289,0.467806593798091,0,1,0,0,1,0.1,0.01
0.300707679320357,-0.685472108214371,0.384764428893999,0.683192722054257,-0.881541348010942,0.198348625956618,0,1,0,0,1,0.1,0.01
0.4769320182763,-0.666919368104768,0.189987349828457,0.842419190737059,-0.751894102133594,-0.0905250886035135,0,1,0,0,1,0.1,0.01
0.606470927259583,-0.583083912879131,-0.0233870143804634,0.919183797042495,-0.54864622171803,-0.37053757532451,0,1,0,0,1,0.1,0.01
0.676644235795204,-0.44217214139357,-0.234472094401643,0.905972289518886,-0.291693026623948,-0.614279262894894,0,1,0,0,1,0.1,0.01
0.680582891826883,-0.257977479855037,-0.422605411971854,0.80407790226322,-0.00618688582137871,-0.797891016441805,0,1,0,0,1,0.1,0.01
0.617901352391904,-0.0485301852010161,-0.569371167190894,0.623474767384377,0.279924870562855,-0.903399637947251,0,1,0,0,1,0.1,0.01
0.494735323355457,0.165667582013032,-0.660402905368495,0.381841578261876,0.538635630280041,-0.920477208541998,0,1,0,0,1,0.1,0.01
0.323141153831032,0.363648651897713,-0.686789805728747,0.10283107504905,0.744620981601189,-0.847452056650096,0,1,0,0,1,0.1,0.01
0.119915676720234,0.526033257901518,-0.64594893462175,-0.186245250271862,0.8777176431726,-0.691472392900695,0,1,0,0,1,0.1,0.01
-0.0950479823149152,0.636926063382247,-0.541878081067329,-0.457090592853237,0.924897186416783,-0.467806593563491,0,1,0,0,1,0.1,0.01
-0.300707682582646,0.68547210790004,-0.384764425317388,-0.68319272346352,0.881541348917562,-0.198348625454008,0,1,0,0,1,0.1,0.01
-0.476932019701966,0.66691936637524,-0.189987346673264,-0.842419190213634,0.751894102127114,0.0905250880865461,0,1,0,0,1,0.1,0.01
-0.606470927727439,0.583083910412218,0.0233870173152337,-0.919183797145399,0.548646221868167,0.370537575277311,0,1,0,0,1,0.1,0.01
-0.676644235790306,0.44217213855645,0.234472097233867,-0.905972289680095,0.291693026770923,0.61427926290924,0,1,0,0,1,0.1,0.01
-0.680582891570742,0.257977476827258,0.422605414743495,-0.804077902217668,0.00618688586929816,0.79789101634836,0,1,0,0,1,0.1,0.01
-0.617901351998599,0.0485301820745932,0.569371169924017,-0.623474767343559,-0.279924870526701,0.903399637870231,0,1,0,0,1,0.1,0.01
-0.494735322895157,-0.165667585185727,0.660402908080894,-0.381841578235152,-0.538635630243238,0.920477208478415,0,1,0,0,1,0.1,0.01
-0.323141153337245,-0.363648655090321,0.686789808427573,-0.102831074999661,-0.744620981575591,0.847452056575195,0,1,0,0,1,0.1,0.01
-0.119915676208102,-0.52603326110134,0.645948937309449,0.186245250325657,-0.877717643150924,0.69147239282516,0,1,0,0,1,0.1,0.01
0.0950479828356505,-0.636926066581968,0.541878083746321,0.457090592904833,-0.924897186395253,0.467806593490393,0,1,0,0,1,0.1,0.01
0.300707683106867,-0.685472111095772,0.384764427988904,0.683192723515692,-0.881541348896659,0.19834862538097,0,1,0,0,1,0.1,0.01
0.476932020227549,-0.666919369565174,0.189987349337625,0.842419190267861,-0.751894102107422,-0.0905250881604296,0,1,0,0,1,0.1,0.01
0.606470928253093,-0.583083913595353,-0.0233870146577407,0.919183797199531,-0.548646221848711,-0.370537575350908,0,1,0,0,1,0.1,0.01
0.676644236315246,-0.44217214173222,-0.234472094583028,0.905972289733937,-0.291693026751457,-0.614279262982395,0,1,0,0,1,0.1,0.01
0.680582892094621,-0.2579774799954,-0.422605412099226,0.80407790227157,-0.00618688585012236,-0.797891016421484,0,1,0,0,1,0.1,0.01
0.617901352521233,-0.0485301852349796,-0.569371167286256,0.623474767397339,0.279924870545759,-0.903399637943081,0,1,0,0,1,0.1,0.01
0.494735323416416,0.165667582033159,-0.660402905449575,0.381841578288632,0.538635630262273,-0.920477208550883,0,1,0,0,1,0.1,0.01
0.323141153857059,0.363648651945585,-0.686789805802642,0.10283107505295,0.744620981594501,-0.847452056647321,0,1,0,0,1,0.1,0.01
0.119915676726442,0.526033257964421,-0.645948934690859,-0.186245250272671,0.877717643169664,-0.691472392896932,0,1,0,0,1,0.1,0.01
-0.0950479823188015,0.636926063452837,-0.541878081134032,-0.457090592852077,0.924897186413848,-0.467806593561724,0,1,0,0,1,0.1,0.01
-0.30070768259151,0.685472107974391,-0.384764425382873,-0.683192723463146,0.88154134891506,-0.198348625451874,0,1,0,0,1,0.1,0.01
-0.476932019713667,0.666919366451497,-0.189987346737821,-0.842419190215495,0.75189410212556,0.0905250880899769,0,1,0,0,1,0.1,0.01
-0.606470927740667,0.583083910489336,0.0233870172513427,-0.919183797147418,0.548646221866574,0.370537575280829,0,1,0,0,1,0.1,0.01
-0.676644235804249,0.442172138633821,0.234472097170438,-0.905972289681862,0.291693026769104,0.614279262912784,0,1,0,0,1,0.1,0.01
-0.680582891585023,0.257977476904582,0.422605414680451,-0.804077902219661,0.00618688586743154,0.797891016352215,1,1,0,0,1,0.1,0.01
-0.617901352012999,0.0485301821517147,0.569371169861295,-0.62347476734544,-0.279924870528742,0.903399637874169,1,1,0,0,1,0.1,0.01
-0.494735322909518,-0.165667585108889,0.660402908018419,-0.381841578236782,-0.538635630245536,0.92047720848231,1,1,0,0,1,0.1,0.01
-0.323141153351475,-0.363648655013795,0.686789808365279,-0.10283107500107,-0.744620981578014,0.847452056579081,1,1,0,0,1,0.1,0.01
-0.119915676222155,-0.526033261025115,0.645948937247275,0.186245250324486,-0.877717643153426,0.691472392828883,1,1,0,0,1,0.1,0.01
0.095047982821799,-0.63692606650601,0.541878083684215,0.457090592903882,-0.924897186397796,0.467806593493906,1,1,0,0,1,0.1,0.01
0.30070768309322,-0.685472111020036,0.384764427926818,0.683192723514893,-0.881541348899214,0.198348625384253,1,1,0,0,1,0.1,0.01
